IMDB_ID,Series,Keywords_Synopsis,Keywords_Plot,Synopsis,Genre,Plot,Closest_Series
13562940,Dial 100,Action Thriller woman son thre ening number suicide overworked underpaid police officer emergency helpline commit home leaves case car,Action Thriller police officer suicide working call hysterical woman commit save idea lead endangering family dark truths hiding threaten,"Nikhil Sood is an overworked and underpaid police officer who one night gets a call on the emergency helpline number 100 from a woman who is threatening to commit suicide. Nikhil asks for her details and says he needs that in order to help her but the woman firstly hesitates and then refuses saying she is going to die soon anyway.

Nikhil's wife Prerna phones to alert him that she thinks their son Dhruv could be back to his old habits of being a drug peddler. She continues to tell him that Dhruv leaves home late at night same as when he leaves for his late night shift. Nikhil rings his son and somehow makes him understand and return home quickly. But before that the mysterious women who called Nikhil threatening suicide reaches his house and holds Prerna captive. The woman forces Prerna to sit in her car and calls Nikhil after having a second conversation he realizes that she is Seema Palav whose son died in hit a run case and a rich spoilt brat Yash Mehra's car was the one that hit him. The case got shut down due to pressure from the city's big wigs and the woman thinks Dhruv also had a hand in it. Seema's motive is only revenge by killing Yash, hence the reason she has kidnapped Prerna. She wants Dhruv to get Yash to her. Whether she succeeds forms the rest of the story.","['Action', 'Thriller']","One night, while working at the Mumbai Police Emergency Call Centre, police officer Nikhil Sood gets a call from a hysterical woman who wants to commit suicide. Even as he tries to save her, Nikhil has no idea that it will lead to him endangering his own family as dark truths that he has been hiding threaten to destroy all that he loves and stands for.","HIT: The First Case,Cuttputlli,Raman Raghav 2.0,Halahal,Samrat &amp; Co.,Murder 2"
1740710,Mere Brother Ki Dulhan,Comedy Drama Family Romance Bro Mere Dimple Dixit families girl world upper craziest quirky romantic comedy set middle class wackiest,Comedy Drama Family Romance Dimple finds ideal bride brother follow quirky rom-com series comical unpredictable events,"""Mere Brother Ki Dulhan"" is a quirky romantic comedy set in the world of the upper middle class in Northern India. Kush Agnihotri  is looking for the ideal Indian bride for his brother Luv Agnihotri  who stays in London.In his quest, Kush goes through an array of wacky encounters with several families until he finally finds that perfect girl in Dimple Dixit , the craziest / wackiest girl he has ever known.Both the families meet. Formalities completed. Preparations proceed in full swing. And just then, our hero Kush falls in love with Dimple... his brother's dulhan.What follows is a comical and unpredictable series of events in this unusual topsy-turvy tale of love.This September, Yash Raj Films invites you to the craziest wackiest masaledaar wedding of the year. Written and Directed by Ali Abbas Zafar and produced by Aditya Chopra, the film releases worldwide on September 09, 2011.","['Comedy', 'Drama', 'Family', 'Romance']",A quirky rom-com where Kush finds the ideal Indian bride Dimple for his brother Luv and a series of comical and unpredictable events follow.,"Jai Mummy Di,Raksha Bandhan,Kanpuriye,Kahani Rubberband Ki,14 Phere,Jogira Sara Ra Ra"
13364468,Love Hostel,Action Crime Romance Thriller Ashu couple father sister mother younger police brother video film opens chilling scene newlywed celebrating union story task,Action Crime Romance Thriller Set rustic traces couple mercenary pulsating backdrop volatile journey spirited young hunted ruthless,"The film opens with the chilling scene of a newlywed couple celebrating their union on video. However, the joy is swiftly replaced by horror as an unknown assailant appears, and the couple is seen hanging by their necks, all captured on camera.

Dagar , the orchestrator of this brutal act, sends proof of the execution to those who might have hired him. Yet, a closer look at his visage hints at a personal vendetta behind the crime. It is revealed that the authorities believed Dagar to be deceased, sparking a debate over the accuracy of this assumption.

Moving forward, the story introduces us to the protagonists, Jyoti , a Hindu, and Ashu , a Muslim Jat. They plan to register their marriage with the help of a close friend, Sonu, acting as a witness. Their joyful mood is disrupted when Ashu receives a menacing call from an anonymous person, reminding him of an impending task.

The narrative then delves into the backgrounds of the protagonists' families and their respective challenges. Jyoti's family consists of her loving father, distant mother, vulnerable younger sister, and abusive younger brother. The other antagonist in the story is Jyoti's grandmother, a prominent political figure, determined to uphold tradition and societal reputation, and opposed to the couple's union due to religious differences. Meanwhile, viewers learn about Ashu's father, who was falsely implicated for possessing illegal firearms and wrongfully imprisoned. His mother appears to be suffering from a condition resembling schizophrenia.

The plot progresses as the couple successfully registers their marriage and escapes from Jyoti's potentially dangerous family. However, their refuge at a decrepit ""love hostel"" shared by numerous residents turns out to be far from ideal.

Troubles continue to mount as Ashu is pursued by the anonymous caller, forcing him to fulfill a dangerous task, leading to a perilous confrontation with both criminals and the police. It is then revealed that Ashu had been working as a police informant, helping in the apprehension of criminals, with the assistance of a dedicated police officer. After narrowly escaping this ordeal, the couple returns to the love hostel, only to face a new set of problems.

Dagar, the hitman, eventually tracks them down, but they manage to narrowly escape his clutches, seeking refuge in the unoccupied house of Sonu. Ashu, still determined, tries to rescue his mother, Jyoti's father, and her sister. Tragically, he discovers his mother's lifeless body, strangled by Dagar. In an attempt to rescue Jyoti's mistreated sister, he succeeds initially, with the help of Jyoti's father, but their victory is short-lived. Jyoti's younger brother shoots Ashu and abducts his sister, taking her back to their home.

On Jyoti's side, Dagar finally catches up with her, tying her up and preparing to end her life. The homeowner returns, revealing that Sonu is Dagar's daughter. The motive behind Dagar's intense hatred is unveiled—an incident where his brother had committed suicide due to a betrayal by his own daughter, who was assisted by Sonu.

There is a brief glimmer of hope when Jyoti breaks free of her restraints. Unfortunately, that hope is extinguished when Dagar shoots her. Now victorious, Dagar continues his journey. He makes a pit stop to change his tires, during which he interacts with a dog he had brought along, a wounded companion from a prior visit to the veterinary hospital. Dagar presumably visits a veterinarian whom he has bribed to keep his identity hidden. The dog playfully crosses the road, and Dagar, displaying a glimpse of humanity, follows. However, this fleeting moment of compassion is short-lived as Dagar is struck by an oncoming truck and lies sprawled on the roadside.","['Action', 'Crime', 'Romance', 'Thriller']","Set against the pulsating backdrop of rustic North India, Love Hostel traces the volatile journey of a spirited young couple, being hunted by a ruthless mercenary.","Raat Akeli Hai,Hate Story 2,Missing,Operation Romeo,Goodbye,Ragini MMS"
10731264,Suraj Pe Mangal Bhari,Comedy family office marriage meet earlier dowry bad boy girls suitor sister traditional relation,Comedy grooms wedding detective perform background checks prospective time phones person social media mobile,"Suraj Singh Dhillon  is a rich young lad who is quite desperate to get married. He looks after his father Gurnam's dairy, but due to his raw mannerisms, he is unable to impress any girl proposed to his family for an arranged marriage. His friend Sukhi, a filmy buff, suggests that he should create a bad boy image to woe girls as shown in latest flicks. Both go on a bad boy drive, breaking many rules and giving rise to varying comical instances. Unknown to them, this is all recorded by a private detective Madhu Mangal Rane , who is known to perform background checks on prospective grooms.

When Suraj and his family meet the next prospective bride, her family shows them the photographs of his bad-boy drive and rejects his proposal. Gurnam  feels disgraced and leaves the house. Suraj then catches hold of Pandit Dubey , who had earlier proposed this relation, and learns of Mangal's involvement. He decides to avenge the humiliation of his family and goes after Mangal.

Mangal belongs to a middle-class family and lives with his younger sister Tulshi  and his mother Rekha  in a chawl. Tulshi is considered the epitome of traditional girls with good moral values as per contemporary standards by one and all. Suraj and Sukhi first do a recce of Mangal's office in disguise, and then, late in the night, raid his office. Tulshi, who has just returned from her late-night tuitions, sees intruders in his office and enters to check out what is happening. Sukhi immediately runs away, but Suraj's coat gets stuck in the door. Their eyes meet for the first time and Suraj is immediately struck by her beauty. When her family and neighbours gather at the office, Mangal correctly suspects that Suraj has been here when he sees his photo and file missing from the office.

To avenge this nightly raid, Mangal mixes water in Suraj's milk cans the next day. Later, Suraj gets hold of a family photo featuring Mangal which they had earlier stolen from his office and learns that Tulshi is Mangal's sister. He chases her and they meet at a cosmetics store and they have a casual chat. Suraj had damaged her moped earlier, and he tells her that he would get it repaired. On this pretext, he drops her home and obtains her phone number. The next day he takes her on a date on the pretext of handing over her moped back. Tulshi also starts warming up to his romantic advances. Mangal meanwhile has found two suitors for her and most likely she would marry one of them. Tulshi reluctantly agrees with her brother as most traditional girls are expected to marry a suitor usually selected by someone elder in her family.

As their relation becomes stronger, Tulshi decides to reveal her profession to Suraj. She leads him and Sukhi to tuition class where she is supposed to teach, but exits from another door to a discotheque. Later they see her on stage in a fully modern avatar, completely contrary to her traditional personality, as a DJ. Suraj and Sukhi both enjoy her music, and Sukhi sees an opportunity for Suraj to get even with Mangal.

The next day the first suitor calls Mangal to reject his proposal after seeing Tulshi's DJ avatar in the newspaper. Mangal is thoroughly shocked and cannot come to terms that he was completely unaware of his sister's profession which is considered unacceptable in contemporary society and prohibits Tulshi from pursuing her DJ activity. She is deeply hurt by this and seeks solace with Suraj, whose confession pushes her into further grief. Suraj, with persistent efforts, is able to win back her trust. On the other side, Mangal comes to terms with his defeat and plans another act to get revenge. He meets Suraj's parents and proposes Tulshi's marriage with Suraj which everyone agrees to, despite Tulshi and Suraj doubting this sudden change of heart.

On the day of their engagement, Mangal tricks Gurnam into talking about dowry, which he records, and has the Dhillons arrested for dowry. Tulshi is heartbroken yet again as she cannot approve Suraj asking for dowry and resigns her fate to Mangal, who arranges her meeting with the second suitor he had spoken earlier and their marriage is fixed in haste.

After seeking bail, Suraj discovers that Mangal is in a romantic relation with a woman, Kavya , who is married to a OCD-esque maths professor Chinmay Godbole . Seeking revenge, Suraj produces evidence of adultery to Chinmay and asks him to press charges of adultery on Mangal, which he refuses because he hates the courts where nothing is in order. Suraj realises Kavya's plight and then tortures Chinmay by putting everything in sight out of order, forcing him to sign the divorce papers.

On the day of Tulshi's marriage, Kavya rushes to Mangal and tells him that Suraj made her husband sign the divorce papers. Mangal, who was unsure of the match from the beginning, realises his mistake and apologies to Tulshi and Rekha, and they flee from the marriage. They go to the railway station where Suraj is returning with his parents to their native place forever to escape from the humiliation of their dowry charges. Out of desperation, Mangal pulls the emergency chain to stop it and searches for Suraj. He is able to finally reunite Tulshi and Suraj, but the TTE charges him for stopping the train. As Mangal has forgotten to carry his wallet, he is unable to pay the fine; when the Dhillons refuse as well, Mangal is sent to jail.",['Comedy'],"In the 1990s, a wedding detective has to perform background checks on prospective grooms. In the time before social media and mobile phones, everything has to be done in person.","Murder 2,Welcome Back,Yamla Pagla Deewana 2,Thank You,No Problem,Khoobsurat"
2246724,Ghanchakkar,Comedy Crime Thriller Vidy Utt tion wife fter unknown suitc robbery heist stermind reve offer meet police bout,Comedy Crime Thriller criminals loot safe cracker claims lost memory calling cut bank heist,"'Sanju'  is an expert- master safe cracker who maintains a casual lifestyle with his wife Neetu .

He meets two criminals, Pandit and Idris and they offer him a chance to assist a bank robbery. If the heist is successful, they will ensure that he never has to worry about money again, so he accepts the offer.

The three thieves make off with 30 crore inr.

After the bank robbery, Pandit decides that Sanju should keep the suitcase of money hidden  and that they will meet after three months and then they will split the money.

After three months, Pandit and Idris discover that Sanjay lost his memory in an accident with head injury and hence, Sanju is suffering with retrograde amnesia.

Pandit and Idris decide that they can not trust Sanju anymore, they need to keep a close eye on him in case he runs away. They stay at Sanjay and Neetu's house until Sanjay remembers where he hid the money and to make sure they're not cheated. They give him a week to do so.

Sanjay tries to remember where he hid the money but he can not.

When Sanjay learns that his college friend Uttam Nagpal  has become an overnight millionaire, apparently by winning a lottery, he suspects Uttam.

Then, he suspects his wife Neetu of knowing the hiding place of the money because she has joint account with him and also sole-access to their bank-locker. He accuses her of conspiring with his friend.

Later, Sanju finds out that Uttam moves to London after being confronted about the money and also Sanjay finds out that Neetu has purchased a one-way ticket for London so he goes to buy a gun to kill his wife Neetu in anger.

While he is doing this, an unknown person contacts Sanjay and urges him to divulge the location of the money.

Under pressure and now frustrated, Pandit and Idris kidnap Neetu and ask Sanjay to meet them in a train station by writing a note and attaching it on the screen of his TV, on the third platform at 1:30am.

When both Pandit and Idris confront Sanjay and demand the money, Sanjay claims that he doesn't even recognize the two.

When Sanjay tells them that Neetu knew where the money was, Idris begins to lose control. When he pulls the trigger on his pistol, he is shot dead by the unknown person and thereafter, he kills Pandit in a rage in the train.

The unknown person tells Sanjay that the bank robbery plan idea was his which he shared with Idris and Pandit but never got his share ...and after persistently questioning and trying to blackmail Sanjay, the unknown person shoots frantically in frustration and Neetu is injured—hoping that the traumatic vision of his wife's suffering will make Sanjay reveal the truth.

However, this fails since Sanjay has in fact lost all his memory by now stressed by trauma.

The original mastermind of the bank heist searches Sanjay's pockets, only to find a banana. In retaliation, he shoots Sanjay in the shoulder and then Sanjay's phone rings.

It is revealed that the caller is Sanju's mother who calls his son like every other day out of her motherly affection and concern however during the conversation she sub-consciously reveals that the suitcase has been kept at her home while remaining implicitly oblivious as to what is in the suitcase and further questions Sanju whether he will be coming to take the suitcase or not. She further expresses her desire to sell the brief case off if in case Sanju does not turn up to take away his belonging. Meanwhile, the heist's mastermind overhears this and jumps on the train out of excitement but he slips on Sanjay's banana skin and impales his neck on Sanjay's fork. Disillusioned, confused and tired, Sanjay throws his phone out of the train while Neetu smiles. Sanjay has no idea what's going on, but the train goes on its way with the dead bodies of the mastermind, Pandit and Idris.[","['Comedy', 'Crime', 'Thriller']",A safe cracker claims he has lost his memory when two criminals come calling for their cut of the bank heist loot.,"Pagalpanti,No Problem,Saaho,Batla House,Drishyam,Players"
3469244,Phantom,Action Drama Thriller security attacks political thriller climate exists volatile agency set enemy Head price attack Constant angry terror left,Action Drama Thriller disgraced soldier honour carries series assassinations hope restoring,"Phantom is a political thriller set in the volatile climate that exists in South Asia. Constant terror attacks against India have left the Indian people feeling vulnerable and angry. The Indian government and security agencies are helpless as the masterminds of the attacks are out of reach. When an infiltrator with plans to attack India is caught, the Head of Indias security agency and his team take matters into their own hands. The film follows the protagonist Daniyal, whose journey to seek justice takes him to India, Europe, America and the volatile Middle East. Local assets in various countries help Daniyal, including Nawaz Mistry who works for an American security agency. Daniyal and Nawaz are drawn into a battle of wits with a shrewd and ruthless enemy. With the enemy hot on their heels, Daniyal and Nawaz against all odds try and finish the job they had set out to do. Along the way they find out that in a mission like this there is always a price to pay, in this case a very personal price.","['Action', 'Drama', 'Thriller']",A disgraced Indian soldier carries out a series of assassinations in the hope of restoring his honour.,"Uri: The Surgical Strike,IB 71,Agent Vinod,Attack,Pathaan,Sooryavanshi"
11565160,The Y,Horror Mystery Thriller uvan thriller horror Hariharan Leonilla bungalow Abhi Strange spirit lives wife D’Souza move things happening bequeathed start,Horror Mystery Thriller life expect marriage couple enters chapter face dilemma tale experience paranormal incidents daily turns mysterious,"The Y is a horror thriller. Strange things start happening when Yuvan  and his wife, Deeksha , move into the new bungalow bequeathed to them. In spite of Yuvan’s friend, Abhi , warning him of a ghost’s presence in the bungalow, Yuvan is unwilling to believe him or even take him seriously. However, when a psychiatrist  endorses the theory about a spirit, Yuvan is forced to take note. What happens thereafter?
The female lead unintentionally becomes silent. The couple starts a new chapter in their lives after her marriage, but they quickly run into a new issue. After receiving a present from an unidentified source, the protagonist encounters strange occurrences, and their ordinary lives become the subject of a mysterious tale. The intrigue of the movie is whether she is experiencing trauma as a result of her prior experiences or whether there is a spirit in the gift that has just arrived and how the two of them are able to solve the mystery.","['Horror', 'Mystery', 'Thriller']",The Female Protagonist is a Mute. After her marriage the couple enters a new chapter of their life but face another dilemma which they least expect. They experience paranormal incidents and their daily life turns into a mysterious tale.,"Dybbuk: The Curse Is Real,The Girl on the Train,1921,Ragini MMS,Halahal,Murder 3"
3698454,Yaara,Action Crime Drama crimin Durr meets ter fter keel nuj sjit med kills left bout Rom cops reve,Action Crime Drama police criminals reunite rescue friend arrested,"1950s: Phagun and Mitwa are raised together by a man named Chand in Jaisalmer. When a gun made by Chand is used to kill a criminal's brother, he shoots himself in order to save Phagun and Mitwa, who teams up to burn down the criminal's house and escapes. At the India–Nepal border, a man named Chaman recruits them as members of the Chaukdi Gang along with Rizwan and Bahadur. Together, they become friends and grow up as professional smugglers dealing with goods between India and Nepal. One day, a powerful criminal assigns the gang and his trusted aide Fakira to go to Patna and rob a bank, but make it look like an act of naxalites.

After the heist, a shootout with cops left Chaman dead and the vengeful gang kills the criminal and his henchmen. Fakira later joins the gang and promises to be a loyal friend. The gang then helps some villagers by beating up a corrupt landlord and provides food to them, following which they buy a piece of land for their activities. Phagun meets a college student named Sukanya who works for a political movement, where Sukanya They falls for Phagun after he fights corrupt cops to save Sukanya and an injured party member. The gang later goes to Sukanya's village, but Fakira left earlier and during the night, the gang ends up in a shootout with the cops which results in the gang's torture and arrest.

Rizwan and Bahadur were sentenced for 7 years imprisonment, while Mitwa was sentenced for 4 years and 10 years imprisonment for Phagun. After a year, Sukanya meets him and reveals that she was also arrested, but left after being assaulted. They get married after Phagun is released and reunited with Rizwan and Bahadur. The gang suspects Fakira as well as Mitwa, who starts working for Shakeel and had left behind a 2-year-old son with Tanuja in Delhi. Following his and Sukanya's marriage, Phagun starts a land business.

1997: JCP Jasjit Singh meets Phagun, Rizwan and Bahadur to inform them about Mitwa's capture. Sukanya doesn't want Phagun to get involved, but Phagun is adamant about helping Mitwa and gets him rescued with the help of Tanuja's abusive husband Madan and two other men who are later killed. Mitwa later reveals a petty case landed him into prison for 6 months and his pregnant girlfriend Tanuja married Madan. A criminal and former partner named Shakeel is after him because Mitwa, who worked for the Romania-based Durrani, felt underpaid and ran away after stealing money. Phagun later arrives home to find an effigy inscribed with a message to hand over Mitwa.

The gang is worried and decides to keep Tanuja at Bahadur's house along with her son Tinku, where Shakeel arrives and kills Tanuja and Bahadur. The gang learns about this from Jasjit and kills Shakeel by luring him into a trap with the help of Rizwan's lover. Jasjit thanks Phagun for taking out Shakeel, but still wants him to hand over Mitwa. While going to a marriage function, Sukanya reveals Tinku spoke of the killers talking to Durrani, which worries Phagun. At the function, an assassin shoots Rizwan and his married girlfriend Sonya in the restroom. Willing to end the conflict, Phagun flies to Romania to meet Durrani, where he finds out it is none other than Fakira.

Phagun kills him and fights off his guards before escaping back to India, where he meets privately with Jasjit and learns it was Mitwa who gave the gang's names to the police and eventually served the shortest sentence. Phagun then meets Mitwa and tells him that he knows about his betrayal. However, Phagun gives the passport and tickets along with a gun to Mitwa, before Jasjit arrives with his team to arrest a guilt-ridden Mitwa, who finally shoots himself. Back home, Phagun sees Tinku playing piano with his and Sukanya's son Arjun.","['Action', 'Crime', 'Drama']",Former criminals reunite after years to rescue a friend arrested by the police.,"Murder 2,Baaghi 3,Shaitan,Fukrey Returns,No Problem,Welcome Back"
2275802,Satyagraha,Drama minister chief Anand finds local campaign accident Manoj Bajpai Rampal returns people business bridge hunger,Drama corruption corporate go-getter priorities shift personal tragedy brings political,"Retired teacher Dwarka Anand  is an idealistic man. His engineer son Akhilesh's friend Manav  is an ambitious capitalist. Manav meets Dwarka before Ahkilesh's wedding, & declares his intentions to go abroad to study & then return to start his own company. Dwarka does not care for his capitalist ideas & calls them greed. Manav is also against the socialist mindset of Dwarka & both enter an uneasy silence. Dwarka then kicks Manav out of the house after he hears Manav try to persuade Akhilesh to give up his Govt job, put his marriage on hold & to come with him to US & to secure both their futures.3 yrs later, Manav is a successful Telecom entrepreneur & sits with highly influential people in business & politics. He manipulates people at a national level to get things done for himself. Yasmin  is a journalist who does Tehelka type stings to expose the dirty secrets of the same influential folks.Manav cherishes his friend - who suddenly dies in a highway accident. At the time Akhilesh was also investigating the cause of a bridge collapsing that was sanctioned by the Highway minister Balram Singh . Akhilesh is the chief engineer & in charge of construction.Manav reaches Akhilesh's town to console Sumitra. While return, he finds the highway blocked by farmers who are agitating for their land. Manav finds that the Govt has ordered that the farmers be cordoned & not to be allowed to march till Delhi . Manav finds Yasmin there covering the story.
Minister Balram Singh  announces compensation which Akhilesh's wife Sumitra  cannot get despite daily applications in government offices. Sumitra wants to use the money to build a local school, which was Akhilesh's dream. Incensed, Dwarka slaps an arrogant official and gets imprisoned.Arjun Singh  is a dropout from Dwarka's school & now is a local goon who fights the government for local causes. He tries to help Dwarka, but he refuses any help from him on principle.Manav returns to the town & starts a campaign to free him, using social media, roping in Arjun Singh  and journalist Yasmin . Arjun uses his local muscle to put together 1L people on the streets & Yasmin covers the story to make it national news in a fight against corruption. The chief minister urges Balram to act , & Balram frees Dwarka the same day. Balram also offers him the check to clear Akhilesh's compensation dues, but Dwarka refuses the payment & gives Balram 30 days to clear the dues of each & every petitioner in the district. Dwarka is obliged by Manav's efforts to free him & he announces that he feels he has found his son back.While this going on, one day Yasim uses Akhilesh's computer at home & finds his resignation letter types mentioning some confidential report. She mentions to Manav but they decide not to pursue.
Now Arjun, Manav & Yasmin join hands to gather the records of all the claims submitted in the district. Manav devises the strategy & Arjun puts together the manpower to execute the same. The campaign is massively successful & Balram panics. He orders Lathi-Charge on peaceful gatherings organized by the Dwarka camp. He also arrests Manav & tells him that he has exposed his corrupt business dealings & next time Manav will be shipped out dead.This expose kills the Dwarka campaign as public loses all trust in Manav & hence Dwarka. In response Manav sells his company & returns the money to his shareholders & returns to Dwarka & apologizes for using incorrect means to grow his business. The campaign goes back on track & gathers steam. The chief minister & Balram invite Manav & Dwarka for talks.During talks Balram takes Manav aside & tells him that the bridge that collapsed had a design fault & Akhilesh was responsible for it. Manav investigates by accessing Akhilesh's work computer & finds that days before his accident, Akhilesh had written a report to the Chief Minister implicating Balram's brother Sangram Singh for the collapse of the bridge as the contracting agency by using cheap and substandard material. He further investigates & finds that Sangram Singh was directly involved in the truck accident that killed Akhilesh. It wasn't an accident, Akhilesh was killed.Manav approaches the Home Minister who advises Manav to drop the Chief Minister from his complaint to allow him to take action against Sangram. SAngram is arrested. But Govt still refuses to take action on clearing the claims & dues, so Dwarka decides to go on hunger strike. The hunger strike forces the Chief Minister to invite Manav for talks, but Balram is no mood to compromise. He refuses to support any anti-corruption ordinance & his 8 MLAs who support the Govt are crucial to its survival.
As Dwarka continues his hunger strike, he gets sick. In response some of his supporters kill some policemen. In response, Balram sends in the CRPF forces. Now Arjun cordons off the entire town from within & refuses entry to central forces. as the town descends into chaos, Balram orders the killing of Dwarka. Manav is also shot while trying to save him. Dwarka dies, Balram is arrested & Manav & Arjun join hands to launch a political party to change the system from within.",['Drama'],A corporate go-getter sees his priorities shift when a personal tragedy brings him face-to-face with political corruption.,"Rakhta Charitra,Satyameva Jayate 2,Raajneeti,Singham,Jai Gangaajal,No Problem"
8591792,Bhavai,Drama Romance play character Sita film love plays actors playing roles begins revolves fall Culture traditions starts war,Drama Romance Bhavai western folk form popular theatre film set backdrop art Basically entertainer lovers portraying characters dramatic story," The film revolves around Ram Joshi and Rani who are the actors playing the roles in the Street Plays, In one play Ram Joshi plays the character of Ravana and Rani Plays the character of Sita, during the play both fall in love with each other and here begins the film. The locals and society were not happy with their relationship and here starts the war of love, traditions, and Culture, will their love survive in all this? to know that you have to watch the full movie in cinema halls near you.","['Drama', 'Romance']","Bhavai, also known as Vesha or Swang, is a popular folk theatre form of western India, especially in Gujarat. The film is set against the backdrop of folk art form Bhavai. Basically a dramatic entertainer, it tells the story of two lovers in the village of Khakhar, where they are portraying two characters in Ramlila.","Hindutva,Kaali Khuhi,Tadka,Warrior Savitri,Angrezi Mein Kehte Hain,Lust Stories"
4559006,Ae Dil Hai Mushkil,Drama Music Musical Romance lizeh love med lly bout bec toge feel time Vienn wedding fter girl ves rted feelings mous,Drama Music Musical Romance love story explores shapes exhilarating terrifying ride characters life heartbreak journey navigate,"There's a movie about a singer named Ayan who becomes famous for his songs. He talks about a time when he fell in love. A few years ago, he met a girl named Alizeh at a party and they became friends. They found out that their partners were not being honest, so they broke up with them. Ayan and Alizeh went to Paris together and spent a week there. Ayan started to have strong feelings for Alizeh, but he didn't tell her because she only saw him as a friend. One day, Alizeh saw her ex-boyfriend and decided to get back together with him. This made Ayan sad and they stopped talking to each other.

A few days later, Alizeh invites her friend Ayan to her wedding. Ayan is sad to hear this but still agrees to go. At the wedding, Ayan tells Alizeh that he loves her, but she doesn't feel the same way. Ayan is heartbroken and leaves the wedding. At the airport, he meets a poet named Saba who comforts him and gives him a book of her poems. Ayan reads the poems and likes them a lot. He calls Saba after a few months and they meet in Vienna. Saba has been divorced and doesn't want to fall in love again, but they start a relationship. Ayan meets Saba's ex-husband who tells him that loving someone who doesn't love you back can still be powerful. Ayan, who had cut off contact with Alizeh, finally calls her again after being inspired by these words. Alizeh is happy to hear from him and tells him she missed their friendship. Ayan starts sending pictures of Saba to make Alizeh jealous, but she tells him about her happy life with her new husband and thinks Ayan has moved on.

After a few days, Alizeh tells Ayan that she is coming to a place called Vienna and wants to see him. Ayan decides to invite Alizeh to have dinner with another girl named Saba. Ayan hopes this will make Alizeh feel jealous. Saba notices that Ayan is trying to make Alizeh feel this way. Before Alizeh leaves, Ayan talks to her and tells her that he thinks she doesn't have any feelings and is not kind-hearted. Alizeh says that she does love Ayan, but not in a romantic way. They have a big argument and Ayan decides to walk away. He goes to Saba, who gives him a big hug and tells him that she has started to really love him. But she is worried that if their love gets stronger, she will end up getting hurt because she knows Ayan will never love her as much as he loved Alizeh. So, they decide to break up and Ayan leaves.

Once upon a time, there was a boy named Ayan who loved a girl named Alizeh very much. He became a famous singer and had his own channel. One day, Ayan met another boy named Ali and found out that Alizeh and Ali were not together anymore. Ali told Ayan that even though Alizeh loved him, she didn't feel like she was getting the love she deserved. He also said that Alizeh had been missing for the past two years. Ayan got worried, so he went to Alizeh's favorite spot and waited there for two days, hoping she would come. Finally, Alizeh appeared and told Ayan some sad news - she had a serious sickness called cancer and didn't have much time left to live. Ayan was very upset, but they decided to make the most of the time they had together. Ayan tried really hard to make Alizeh love him, but she couldn't pretend to have feelings that she didn't really have. This made them argue, and Alizeh decided to leave Ayan because he didn't understand her. The next day, Ayan tried to find Alizeh and ended up going to the airport, which was her last wish before she died. Eventually, Ayan accepted that he and Alizeh could only be friends and nothing more. The story then goes back to the present, where Ayan is still a famous singer giving an interview about the love of his life. He sings a song called ""Channa Mereya,"" which is about his one-sided love story, and finishes the interview.
","['Drama', 'Music', 'Musical', 'Romance']","This story explores love - the shapes it takes, the ways it changes us and the exhilarating and often terrifying ride it takes us on. It is the journey of two characters, Alizeh and Ayan, as they navigate life, love and heartbreak.","Gehraiyaan,Break Ke Baad,1921,Thank God,Befikre,Tum Bin 2"
14398454,Tara vs Bilal,Comedy Drama Romance family marriage persons husband money story enter matrimonial alliance end falling love club married fake,Comedy Drama Romance Set love romantic comedy leading character enter fake marriage fall,"Tara Vs Bilal  is the story of two persons who enter into a fake matrimonial alliance but end up falling in love with one another. Tara  comes to London for her honeymoon but her husband deserts her after making away with her jewellery and money. Bilal , whose hotel Tara and her husband had checked into, throws Tara out as soon as he gets to know that she is broke. As she has no money, Tara takes up a job in a club. One day, she meets Bilal in the club. By the by, the two get friendly. Bilal requests her to support him in his ‘marriage game’ as his family is forcing him to settle down in life but he doesn’t want to get hitched. Tara agrees. So, he takes Tara home to his family and tells the family members that they would soon be getting married. He tells Tara to misbehave with the family members so that they themselves would ask him to call off the marriage. But that doesn’t happen. Tara and Bilal get married. Soon after the marriage which was never meant to be, he packs her off to India, and informs his family about the fake marriage. What happens thereafter?","['Comedy', 'Drama', 'Romance']","Set in London, a romantic comedy where the leading character enter a fake marriage and later fall in love.","Shuddh Desi Romance,Housefull,Happy Bhag Jayegi,Shaandaar,Goodbye,Kaalakaandi"
